name,school,city,state,ranking
Jack Tucker,Argyle,Argyle,TX,0.8674
Jack Leyrer,Highland Park,Dallas,TX,0.8663
Ryan Lange,Pittsburg,Pittsburg,CA,0.8511
Kool-Aid McKinstry,Pinson Valley,Pinson,AL,0.9906
Jason Marshall,Miami Palmetto,Miami,FL,0.9854
JK Johnson,DeSmet,Saint Louis,MO,0.9745
Nyland Green,Newton,Covington,GA,0.9682
Jordan Hancock,North Gwinnett,Suwanee,GA,0.968
Ceyair Wright,Loyola,Los Angeles,CA,0.9636
Nate Wiggins,Westlake,Atlanta,GA,0.9451
Avante Dickerson,Westside,Omaha,NE,0.9442
Isaiah Johnson,St. Bernard,Playa Del Rey,CA,0.9381
Jaylin Davies,Mater Dei,Santa Ana,CA,0.935
Prophet Brown,Monterey Trail,Elk Grove,CA,0.9332
Clinton Burton Jr.,St. Frances Academy,Baltimore,MD,0.925
Damarius McGhee,Pensacola Catholic,Pensacola,FL,0.9231
Ishmael Ibraheem,Kimball,Dallas,TX,0.9206
Deuce Harmon,Guyer,Denton,TX,0.9183
Latrell McCutchin,LBJ,Austin,TX,0.9164
Hunter Washington,Katy,Katy,TX,0.9088
Jamier Johnson,John Muir,Pasadena,CA,0.9064
Philip Riley,Bloomingdale,Valrico,FL,0.9033
Damond Harmon,Highland Springs,Highland Springs,VA,0.9013
DJ Harvey,Sierra Canyon,Chatsworth,CA,0.8978
Dyson McCutcheon,Bishop Amat,La Puente,CA,0.8826
Ryan Barnes,Quince Orchard,Gaithersburg,MD,0.8763
Kaleb Higgins,Folsom,Folsom,CA,0.8752
Davion Sistrunk,Eau Gallie,Melbourne,FL,0.8685
Terrion Arnold,John Paul II Catholic,Tallahassee,FL,0.9745
Derrick Davis Jr.,Gateway,Monroeville,PA,0.9706
Kendal Daniels,Beggs,Beggs,OK,0.9578
Corey Collier,Miami Palmetto,Miami,FL,0.9525
Andre Turrentine,Ensworth,Nashville,TN,0.9269
Jantzen Dunn,South Warren,Bowling Green,KY,0.9267
Jaylen Reed,Martin Luther King,Detroit,MI,0.9057
Xamarion Gordon,Warren,Downey,CA,0.9013
Dink Jackson,Eau Gallie,Melbourne,FL,0.8972
Khari Gee,Woodward Academy,Atlanta,GA,0.8911
Josh Moore,Marist School,Atlanta,GA,0.8881
Isaiah Nwokobia,Skyline,Dallas,TX,0.8815
Jaden Slocum,Alpharetta,Alpharetta,GA,0.8737
Hunter Barth,Queen Creek,Queen Creek,AZ,0.8663
Jordan Blackmon,Eau Gallie,Melbourne,FL,0.8563
Billy Bowman,Ryan,Denton,TX,0.9799
Calen Bullock,John Muir,Pasadena,CA,0.9238
Denzel Burke,Saguaro,Scottsdale,AZ,0.9213
Anthony Beavers Jr.,Narbonne,Harbor City,CA,0.9149
Devin Kirkwood,Junipero Serra,Gardena,CA,0.9099
Will Latu,Bethel,Spanaway,WA,0.9014
Titus Mokiao-Atimalala,James Campbell,Ewa Beach,HI,0.9
Emeka Megwa,Timber Creek,Keller,TX,0.9
Jaylin Smith,Bishop Alemany,Mission Hills,CA,0.8993
Velltray Jefferson,Edison,Fresno,CA,0.8656
Denis Lynch,Newbury Park,Newbury Park,CA,0
Brenden Segovia,Oaks Christian,Westlake Village,CA,0.8133
Quinn Ewers,Southlake Carroll,Southlake,TX,1.0
Caleb Williams,Gonzaga ,Washington,DC,0.9969
Sam Huard,Kennedy Catholic,Burien,WA,0.9935
J.J. McCarthy,IMG Academy,Bradenton,FL,0.9866
Jake Garcia,Grayson,Loganville,GA,0.9761
Jaxson Dart,Corner Canyon,Draper,UT,0.9693
Tyler Buchner,Helix,La Mesa,CA,0.9684
Miller Moss,Bishop Alemany,Mission Hills,CA,0.9663
Preston Stone,Parish Episcopal School,Dallas,TX,0.9497
Sawyer Robertson,Coronado,Lubbock,TX,0.9392
Behren Morton,Eastland,Eastland,TX,0.9356
Aaron McLaughlin,Denmark,Alpharetta,GA,0.9068
Owen Prentice,O'Dea,Seattle,WA,0.9246
James Brockermeyer,All Saints Episcopal,Fort Worth,TX,0.9224
Jaeden Roberts,North Shore,Houston,TX,0.9084
Greg Crippen,IMG Academy,Bradenton,FL,0.9054
Jonah Miller,Sahuaro,Tucson,AZ,0.904
Josh Simmons,Helix,La Mesa,CA,0.8967
Ty Buchanan,Calallen,Corpus Christi,TX,0.8648
Maximus Gibbs,St. John Bosco,Bellflower,CA,0.8607
Ross Maseuli,Mater Dei,Santa Ana,CA,0.8563
Gabe Blair,Guyer,Denton,TX,0.8478
Rolan Fullwood,Lawndale,Lawndale,CA,0.8404
Terrence Lewis,Miami Central,Miami,FL,0.9894
Barrett Carter,North Gwinnett,Suwanee,GA,0.9835
Smael Mondon,Paulding County,Dallas,GA,0.9834
Raesjon Davis,Mater Dei,Santa Ana,CA,0.9746
Ethan Calvert,Oaks Christian,Westlake Village,CA,0.9652
Junior Colson,Ravenwood,Brentwood,TN,0.9597
Branden Jennings,Sandalwood,Jacksonville,FL,0.9509
Keith Brown,Lebanon,Lebanon,OR,0.9479
Julien Simon,Lincoln,Tacoma,WA,0.9445
Wynden Ho'ohuli,Mililani,Mililani,HI,0.9335
Ma'a Gaoteote,Bishop Gorman,Las Vegas,NV,0.9316
Kendrick Blackshire,Duncanville,Duncanville,TX,0.9278
Mason Tufaga,St. Louis,Honolulu,HI,0.9027
Jonathan Flowe,Upland,Upland,CA,0.9
Terrence Cooks,Shadow Creek,Pearland,TX,0.8994
Devin Aupiu,Pacifica,Oxnard,CA,0.8752
Jaraye Williams,Kennedy Catholic,Burien,WA,0.8744
Chop Robinson,Quince Orchard,Gaithersburg,MD,0.9698
Dylan Brooks,Handley,Roanoke,AL,0.9658
Landon Jackson,Pleasant Grove,Texarkana,TX,0.9435
Wilfredo Aybar,Cheshire Academy,Cheshire,CT,0.9347
Korey Foreman,Centennial,Corona,CA,0.9992
J.T. Tuimoloau,Eastside Catholic,Sammamish,WA,0.9989
Maason Smith,Terrebonne,Houma,LA,0.9897
Damon Payne,Belleville,Belleville,MI,0.9872
Tunmise Adeleye,Tompkins,Katy,TX,0.9811
Tywone Malone,Bergen Catholic,Oradell,NJ,0.9707
Tyleik Williams,Unity Reed,Manassas,VA,0.9288
Tyleik Williams,Unity Reed,Manassas,VA,0.9288
Rayshaun Benny,Oak Park,Oak Park,MI,0.9253
Jay Toia,Grace Brethren,Simi Valley,CA,0.9235
Marcus Bradley,Quince Orchard,Gaithersburg,MD,0.922
KaTron Evans,St. Frances Academy,Baltimore,MD,0.9212
Aaron Armitage,Blair Academy,Blairstown,NJ,0.9183
Tiaoalii Savea,Desert Pines,Las Vegas,NV,0.9161
Nathan Rawlins-Kibonge,Jefferson,Portland,OR,0.9088
Shambre Jackson,Boone,Orlando,FL,0.9042
Keanu Williams,Clovis,Clovis,CA,0.9
Derek Wilkins,Santa Margarita Catholic,Rancho Santa Margarita,CA,0.8926
Anquin Barnes,Robert E. Lee,Montgomery,AL,0.8852
Victoine Brown,Grayson,Loganville,GA,0.8815
Colin Mobley,DeMatha Catholic,Hyattsville,MD,0.8804
Tobechi Okoli,Lincoln College Prep,Kansas City,MO,0.8796
Braezhon Ross,Desert Pines,Las Vegas,NV,0.8663
Michael Mokofisi,Woods Cross,Woods Cross,UT,0.85
