name,school,city,state,ranking
Guy Thomas,Booker T. Washington,Miami,FL,0.8727
Owen Carney,Miami Central,Miami,FL,0.8695
Lashawn Paulino-Bell,St. Thomas Aquinas,Fort Lauderdale,FL,0.854
Christopher Whittaker,Chaminade-Madonna Prep,Hollywood,FL,0.8385
Zachary Carter,Hillsborough,Tampa,FL,0.9404
Malik Herring,Mary Persons,Forsyth,GA,0.9345
Ryan Johnson,St. Paul's Episcopal,Mobile,AL,0.9137
Jonathan Garvin,Lake Worth,Lake Worth,FL,0.9035
Donovan Jeter,Beaver Falls,Beaver Falls,PA,0.8971
MJ Webb,Morgan County,Madison,GA,0.895
Bryan Jones,Madison Prep Academy,Baton Rouge,LA,0.8867
Aaron Sterling,Tucker,Tucker,GA,0.8783
Larrell Murchison,Louisburg College,Louisburg,NC,0.8454
Ondario Robinson,Hutto,Hutto,TX,0.8426
Marvin Wilson,Episcopal,Bellaire,TX,0.9958
Aubrey Solomon,Lee County,Leesburg,GA,0.9879
Phidarian Mathis,Neville,Monroe,LA,0.9528
Fred Hansard,Hun School ,Princeton,NJ,0.9195
Devonte Wyatt,Towers,Decatur,GA,0.8993
Elijah Conliffe,Hampton,Hampton,VA,0.8937
Breyon Gaddy,Catholic,Virginia Beach,VA,0.8903
Cory Durden,Newberry,Newberry,FL,0.8864
Kivon Bennett,St. Thomas Aquinas,Fort Lauderdale,FL,0.8702
Corey Bolds,Paramus Catholic,Paramus,NJ,0.8641
Brandon Gaddy,Catholic,Virginia Beach,VA,0.8583
Walter Palmore,Eastern Arizona College,Thatcher,AZ,0.8576
Anthony Hines,Plano East,Plano,TX,0.9691
T.D. Moultry,Jackson-Olin,Birmingham,AL,0.9538
Christopher Allen,Southern Lab,Baton Rouge,LA,0.952
Levi Draper,Collinsville,Collinsville,OK,0.9447
Nate McBride,Vidalia Comprehensive,Vidalia,GA,0.931
Leonard Warner III,Brookwood,Snellville,GA,0.9264
Gary Johnson,Dodge City C.C.,Dodge City,KS,0.9202
Tyler Taylor,Lanier,Buford,GA,0.9091
Breon Dixon,Grayson,Loganville,GA,0.9055
K.J. Britt,Oxford,Oxford,AL,0.8951
Will Ignont,Buckhorn,New Market,AL,0.8939
Monty Rice,James Clemens,Madison,AL,0.8906
Baron Browning,Kennedale,Kennedale,TX,0.994
Dylan Moses,IMG Academy,Bradenton,FL,0.9922
Willie Gay Jr.,Starkville,Starkville,MS,0.967
VanDarius Cowan,Palm Beach Gardens,Palm Beach Gardens,FL,0.9628
Drew Singleton,Paramus Catholic,Paramus,NJ,0.9626
Markail Benton,Central,Phenix City,AL,0.9532
Jordan Anthony,IMG Academy,Bradenton,FL,0.951
Jaden Hunter,Westlake,Atlanta,GA,0.9379
Nathan Proctor,Henry E. Lackey,Indian Head,MD,0.9235
Walter Grant,Cairo,Cairo,GA,0.9217
Bruce Jordan-Swilling,Brother Martin,New Orleans,LA,0.9182
Antjuan Simmons,Pioneer,Ann Arbor,MI,0.8955
Chandler Wooten,North Cobb,Kennesaw,GA,0.8835
Brelin Faison-Walden,Grimsley,Greensboro,NC,0.8721
Josh Clarke,Riverdale,New Orleans,LA,0.8713
De'Andre Wilder,Miami Carol City,Opa Locka,FL,0.8702
Jeff Okudah,South Grand Prairie,Grand Prairie,TX,0.9955
Shaun Wade,Trinity Christian Academy,Jacksonville,FL,0.9904
Stanford Samuels,Charles W Flanagan,Hollywood,FL,0.982
A.J. Terrell,Westlake,Atlanta,GA,0.9745
Jamyest Williams,Grayson,Loganville,GA,0.9638
Jaylon Johnson,Central East,Fresno,CA,0.9619
Kary Vincent,Memorial,Port Arthur,TX,0.9567
Paulson Adebo,Mansfield,Mansfield,TX,0.9482
Elijah Blades,John Muir,Pasadena,CA,0.9396
CJ Henderson,Columbus,Miami,FL,0.9378
Tray Bishop,Terrell County,Dawson,GA,0.9346
Deon Jones,Potomac,Oxon Hill,MD,0.9271
Marco Wilson,American Heritage,Fort Lauderdale,FL,0.9249
Amir Riep,Colerain,Cincinnati,OH,0.9243
William Poole III,Hapeville Charter,Atlanta,GA,0.9224
LeAnthony Williams Jr.,Roswell,Roswell,GA,0.9213
Yusuf Corker,Woodland,Stockbridge,GA,0.8935
Tre Shaw,Cedar Grove,Ellenwood,GA,0.8919
Shawn Davis,Miami Southridge,Miami,FL,0.8875
Ameer Speed,Sandalwood,Jacksonville,FL,0.8873
Keisean Nixon,Arizona Western College,Yuma,AZ,0.887
Latavious Brini,Mater Academy Charter,Hialeah,FL,0.8681
Eric Stokes,Eastside,Covington,GA,0.8578
JaCoby Stevens,Oakland,Murfreesboro,TN,0.9901
Richard LeCounte III,Liberty County,Hinesville,GA,0.9876
Devon Hunter,Indian River,Chesapeake,VA,0.9799
Deangelo Gibbs,Grayson,Loganville,GA,0.977
Xavier McKinney,Roswell,Roswell,GA,0.9723
Isaiah Pryor,IMG Academy,Bradenton,FL,0.9712
Maleik Gray,LaVergne,LaVergne,TN,0.9621
Todd Harris,Plaquemine,Plaquemine,LA,0.9589
Cyrus Fagan,Mainland,Daytona Beach,FL,0.9548
Hamsah Nasirildeen,Concord,Concord,NC,0.949
Daniel Wright,Boyd Anderson,Fort Lauderdale,FL,0.9436
Johnathan Abram,Jones College,Ellisville,MS,0.8899
Keldrick Carper,Plain Dealing,Plain Dealing,LA,0.8893
Tank Robinson,Lake Marion,Santee,SC,0.8643
Lonnie Johnson,Garden City C.C. ,Garden City,KS,0.8522
Savalas Cann,Bamberg-Ehrhardt,Bamberg,SC,0.8353
Markquese Bell,Bridgeton,Bridgeton,NJ,0.9224
Malcolm Askew,McAdory,McCalla,AL,0.9165
Alaric Williams,Southside,Gadsden,AL,0.9145
DeeJay Dallas,Glynn Academy,Brunswick,GA,0.9062
Tyjuan Garbutt,Riverbend,Fredericksburg,VA,0.9035
Juwan Burgess,Plant,Tampa,FL,0.8836
Bruce Judson,Cocoa,Cocoa,FL,0.8768
Malik Cunningham,Park Crossing,Montgomery,AL,0.8686
Marquez Bembry,Mount Vernon Presbyterian,Atlanta,GA,0.865
Germane Crowell,Carver,Winston Salem,NC,0.8646
Shawn Smith,Brunswick,Brunswick,GA,0.8616
Dorian Hall,South Broward,Hollywood,FL,0.8516
Dominick Silvels,Henry,San Diego,CA,0.8306
Brooks Buce,Greater Atlanta Christian School,Norcross,GA,0.7667
