name,school,city,state,ranking
Tommy Kraemer,Elder,Cincinnati,OH,0.9835
Landon Dickerson,South Caldwell,Hudson,NC,0.9814
E.J. Price,Archer,Lawrenceville,GA,0.9575
Ben Cleveland,Stephens County,Toccoa,GA,0.9565
Charles Baldwin,ASA College (New York),Brooklyn,NY,0.9535
Tramonda Moore,John Marshall,Oklahoma City,OK,0.948
Garett Bolles,Snow College,Ephraim,UT,0.9428
Jauan Williams,Archbishop Carroll,Washington,DC,0.9288
Willie Allen,John Curtis,New Orleans,LA,0.9248
Scott Lashley,West Point,West Point,MS,0.9223
JP Urquidez,Copperas Cove,Copperas Cove,TX,0.9116
Robert Kraeling,Prince Avenue Christian School,Bogart,GA,0.8918
Brodarious Hamm,Spalding,Griffin,GA,0.8893
Thiyo Lukusa,De Paul Catholic,Wayne,NJ,0.8838
Tate Leavitt,Hutchinson C.C.,Hutchinson,KS,0.8833
Chris Barnes,Lee County,Leesburg,GA,0.8696
Devin Cochran,Greater Atlanta Christian School,Norcross,GA,0.859
Demetri Moore,Mississippi Delta C.C.,Moorhead,MS,0.8546
Solomon Kindley,Raines,Jacksonville,FL,0.8408
Michal Menet,Exeter Township,Reading,PA,0.9818
Patrick Hudson,Silsbee,Silsbee,TX,0.9744
Terrance Davis,DeMatha Catholic,Hyattsville,MD,0.9642
Donavaughn Campbell,Ponchatoula,Ponchatoula,LA,0.9374
John Simpson,Fort Dorchester,North Charleston,SC,0.9332
Richard Merritt,Archbishop Carroll,Washington,DC,0.8969
Stewart Reese,Fort Pierce Central,Fort Pierce,FL,0.8793
Parker Braun,Hallsville,Hallsville,TX,0.8756
Aaron Dowdell,Creekside,Fairburn,GA,0.8753
Chandler Tuitt,Sandy Creek,Tyrone,GA,0.8745
Tremayne Anchrum,McEachern,Powder Springs,GA,0.8706
Drew Wilson,Bamberg-Ehrhardt,Bamberg,SC,0.8474
Jawaan Taylor,Cocoa,Cocoa,FL,0.8453
Shane Simmons,DeMatha Catholic,Hyattsville,MD,0.9784
Brian Burns,American Heritage,Fort Lauderdale,FL,0.9761
Terrell Lewis,St. John's,Washington,DC,0.9671
Janarius Robinson,Bay,Panama City,FL,0.9571
Xavier Kelly,East,Wichita,KS,0.9536
Chauncey Manac,Clinch County,Homerville,GA,0.9458
Andre Anthony,Edna Karr,New Orleans,LA,0.9216
Charles Wiley,Stockbridge,Stockbridge,GA,0.9091
Levi Onwuzurike,Allen,Allen,TX,0.8997
Julian Okwara,Ardrey Kell,Charlotte,NC,0.8976
Jordan Smith,Lithonia,Lithonia,GA,0.8938
Jaquwan Nelson,Fort Lauderdale,Fort Lauderdale,FL,0.8534
Manny Walker,Lake Marion,Santee,SC,0.8504
Marlon Davidson,Greenville,Greenville,AL,0.9813
Isaiah Chambers,Aldine MacArthur,Houston,TX,0.9411
Prince Sammons,Cincinnati Hills Christian Academy,Cincinnati,OH,0.9192
Pat Bethel,Vero Beach,Vero Beach,FL,0.9027
David Marshall,Upson-Lee,Thomaston,GA,0.8762
Chidi Okonya,Riverdale,Riverdale,GA,0.8745
Jordan Woods,North Marion,Citra,FL,0.8702
Mykelle McDaniel,Grayson,Loganville,GA,0.8696
Michael Boykin,Carrollton,Carrollton,GA,0.8422
Rashan Gary,Paramus Catholic,Paramus,NJ,1.0
Dexter Lawrence,Wake Forest,Wake Forest,NC,0.9992
Derrick Brown,Lanier,Buford,GA,0.9964
Rashard Lawrence,Neville,Monroe,LA,0.9847
Benito Jones,Wayne County,Waynesboro,MS,0.9843
Antwuan Jackson Jr.,Cedar Grove,Ellenwood,GA,0.9739
Shavar Manuel,IMG Academy,Bradenton,FL,0.9663
Julian Rochester,McEachern,Powder Springs,GA,0.9651
Raekwon Davis,Meridian,Meridian,MS,0.9587
Jordan Elliott,Westside,Houston,TX,0.9453
Michail Carter,Jackson,Jackson,GA,0.9439
Tyler Clark,Americus Sumter County South,Americus,GA,0.9066
Nyles Pinckney,Whale Branch,Seabrook,SC,0.892
Shug Frazier,Buford,Buford,GA,0.8838
Kyree Campbell,Woodbridge,Woodbridge,VA,0.8752
Ben Davis,Gordo,Gordo,AL,0.9955
Tre Lamar,Roswell,Roswell,GA,0.9713
Dontavious Jackson,Alief Elsik,Houston,TX,0.9561
Shaquille Quarterman,Oakleaf,Orange Park,FL,0.9481
Brendan Ferns,St. Clairsville,Saint Clairsville,OH,0.9375
Jaleel Laguins,Oconee County,Watkinsville,GA,0.9143
Devin Bush Jr.,Charles W Flanagan,Hollywood,FL,0.8951
Terrence Harris,Huffman,Birmingham,AL,0.8529
Mack Wilson,Carver ,Montgomery,AL,0.9884
Caleb Kelly,Clovis West,Fresno,CA,0.9847
Curtis Robinson,Mater Dei,Santa Ana,CA,0.9685
Jeffrey McCulloch,Aldine Davis,Houston,TX,0.9682
Michael Divinity,John Ehret,Marrero,LA,0.9675
Daelin Hayes,Skyline,Ann Arbor,MI,0.9409
Aaron Hansford,St. John's,Washington,DC,0.9341
Zach McCloud,Santaluces Community,Lake Worth,FL,0.8942
Brandon Hill,Heathwood Hall Episcopal School,Columbia,SC,0.8767
Jonathan Jones,Oak Ridge,Orlando,FL,0.8743
Chase Pine,Lafayette,Williamsburg,VA,0.8628
Dominique Ross,Trinity Christian Academy,Jacksonville,FL,0.8493
Levonta Taylor,Ocean Lakes,Virginia Beach,VA,0.9967
Kristian Fulton,Archbishop Rummel,Metairie,LA,0.9861
Chauncey Gardner-Johnson,Cocoa,Cocoa,FL,0.9774
Saivion Smith,IMG Academy,Bradenton,FL,0.9749
Trayvon Mullen,Coconut Creek,Pompano Beach,FL,0.9679
Nigel Knott,Germantown,Madison,MS,0.9675
Shyheim Carter,Kentwood,Kentwood,LA,0.965
Tyler Byrd,Naples,Naples,FL,0.9558
Lavert Hill,Martin Luther King,Detroit,MI,0.9409
Jared Mayden,Sachse,Sachse,TX,0.9344
Joejuan Williams,Hendersonville,Hendersonville,TN,0.9196
John Broussard Jr.,Central,Phenix City,AL,0.9049
Wayne Davis,Lake Taylor,Norfolk,VA,0.8912
Chad Clay,Peachtree Ridge,Suwanee,GA,0.8827
Mike Lee,Landry-Walker,New Orleans,LA,0.8752
Khalil Ladler,IMG Academy,Bradenton,FL,0.8727
Malek Young,Coconut Creek,Pompano Beach,FL,0.869
Devron Davis,Merced College,Merced,CA,0.8601
Tyrique McGhee,Peach County,Fort Valley,GA,0.8594
Baylen Buchanan,Peachtree Ridge,Suwanee,GA,0.8568
Josh Dunn,Lake Wales,Lake Wales,FL,0.856
Davonte Robinson,Henry Clay,Lexington,KY,0.844
Deedrick Daniels,Chamberlain,Tampa,FL,0.8219
Brandon Jones,Nacogdoches,Nacogdoches,TX,0.9794
Deontay Anderson,Manvel,Manvel,TX,0.9739
Nigel Warrior,Peachtree Ridge,Suwanee,GA,0.9716
Dylan Singleton,Archer,Lawrenceville,GA,0.9083
Marlon Character Jr.,Grady,Atlanta,GA,0.8883
Cameron Lewis,Wossman,Monroe,LA,0.8871
Jeawon Taylor,Park Crossing,Montgomery,AL,0.8868
Quincy Lenton,Meridian,Meridian,MS,0.8616
Nehemiah Augustus,Patterson,Patterson,LA,0.8132
Mecole Hardman,Elbert County,Elberton,GA,0.991
Jamel Cook,Miami Central,Miami,FL,0.9538
Marquez Callaway,Warner Robins,Warner Robins,GA,0.9515
Trevon Diggs,The Avalon School,Bethesda,MD,0.9462
TJ Hammonds,Joe T. Robinson,Little Rock,AR,0.9109
Jamal Couch,Central,Phenix City,AL,0.8863
Stephen Davis Jr.,Dutch Fork,Irmo,SC,0.8802
Jalen Elliott,Lloyd C. Bird,Chesterfield,VA,0.8721
Clifford Chattman,McDonogh 35,New Orleans,LA,0.859
Jovonn Quillen,Hampton,Hampton,VA,0.857
Patrick Johnson II,The Bullis School,Potomac,MD,0.8457
Quinn Nordin,Rockford,Rockford,MI,0.8563
Eddy Pineiro,ASA College (Miami),North Miami Beach,FL,0.8323
Blake Gillikin,Westminster School,Atlanta,GA,0.8488
Marshall Long,South Rowan,China Grove,NC,0.8217
