name,school,city,state,ranking
Dontae Lucas,IMG Academy,Bradenton,FL,0.931
Nolan Rumler,Archbishop Hoban,Akron,OH,0.9295
Darrian Dalcourt,St. Frances Academy,Baltimore,MD,0.9285
Bryan Hudson,Scott County,Georgetown,KY,0.9189
Anthony Bradford,Muskegon,Muskegon,MI,0.9179
Deyavie Hammond,Lakeland,Lakeland,FL,0.9104
EJ Ndoma-Ogar,Allen,Allen,TX,0.9054
Tanner Bowles,Glasgow,Glasgow,KY,0.9025
Hunter Rayburn,Pensacola,Pensacola,FL,0.8817
Riley Simonds,Buford,Buford,GA,0.8809
Kamaar Bell,Colquitt County,Moultrie,GA,0.875
Renato Brown,Palm Beach Central,West Palm Beach,FL,0.8568
Clay Webb,Oxford,Oxford,AL,0.9877
Zeke Correll,Anderson,Cincinnati,OH,0.9578
Nolan Smith,IMG Academy,Bradenton,FL,0.9994
Kayvon Thibodeaux,Oaks Christian,Westlake Village,CA,0.9987
Khris Bogle,Cardinal Gibbons,Fort Lauderdale,FL,0.9677
Adisa Isaac,Canarsie,Brooklyn,NY,0.9584
Kevin Harris,Grayson,Loganville,GA,0.9463
Laiatu Latu,Jesuit,Carmichael,CA,0.9435
Stephen Herron Jr.,Trinity,Louisville,KY,0.9389
King Mwikuta,Troup County,Lagrange,GA,0.933
De'Monte Russell,Provine,Jackson,MS,0.9255
Chester Graves,Iowa Western C.C.,Council Bluffs,IA,0.9194
Isaiah Foskey,De La Salle,Concord,CA,0.9164
Lloyd Summerall,Lakeland,Lakeland,FL,0.91
NaNa Osafo-Mensah,Nolan Catholic,Fort Worth,TX,0.9014
Sam Williams,Northeast Mississippi C.C.,Booneville,MS,0.9
Mataio Soli,Douglas County,Douglasville,GA,0.8967
Ani Izuchukwu,Davidson Academy,Nashville,TN,0.8906
David Ugwoegbu,Seven Lakes,Katy,TX,0.8904
Zach Williams,Joe T. Robinson,Little Rock,AR,0.8888
Bralen Trice,Sandra Day O'Connor,Glendale,AZ,0.885
Dante Walker,Cedar Grove,Ellenwood,GA,0.8817
Derrick McLendon II,Tucker,Tucker,GA,0.8817
Shemar Pearl,Plano West,Plano,TX,0.8668
Desmond Little,Vigor,Mobile,AL,0.8601
Antonio Alfano,Colonia,Colonia,NJ,0.9965
Zach Harrison,Olentangy Orange,Lewis Center,OH,0.9933
George Karlaftis,West Lafayette,West Lafayette,IN,0.9705
Justin Eboigbe,Forest Park,Forest Park,GA,0.9698
Jaren Handy,Hattiesburg,Hattiesburg,MS,0.956
Joseph Anderson,Oakland,Murfreesboro,TN,0.9412
Bill Norton,Christian Brothers,Memphis,TN,0.9326
Braylen Ingraham,St. Thomas Aquinas,Fort Lauderdale,FL,0.9321
Savion Jackson,Clayton,Clayton,NC,0.9309
Ty Robinson,Higley,Gilbert,AZ,0.9284
Quashon Fuller,Lehigh Senior,Lehigh Acres,FL,0.9182
Stephon Wright,Cathedral,Los Angeles,CA,0.9105
Marcus Stripling,Mayde Creek,Houston,TX,0.9093
Hakeem Beamon,Manchester,Midlothian,VA,0.8999
Derick Hunter,Dunbar,Fort Myers,FL,0.8974
Curtis Fann,Emanuel County Institute,Twin City,GA,0.8963
Noah Potter,Mentor,Mentor,OH,0.8958
Zion Logue,Lebanon,Lebanon,TN,0.8941
Michael Fletcher,Carman-Ainsworth,Flint,MI,0.8863
Etinosa Reuben,Park Hill South,Riverside,MO,0.883
Kori Roberson,Manvel,Manvel,TX,0.8817
Zacch Pickens,T L Hanna,Anderson,SC,0.9946
DeMarvin Leal,Judson,Converse,TX,0.992
Travon Walker,Upson-Lee,Thomaston,GA,0.9901
Christopher Hinton,Greater Atlanta Christian School,Norcross,GA,0.9867
Ishmael Sopsher,Amite,Amite,LA,0.9757
Nathan Pickering,Seminary,Seminary,MS,0.9675
Jowon Briggs,Walnut Hills,Cincinnati,OH,0.9667
Byron Young,West Jones,Laurel,MS,0.9647
Faatui Tuitele,St. Louis,Honolulu,HI,0.9609
Mazi Smith,East Kentwood,Grand Rapids,MI,0.9536
Siaki Ika,East,Salt Lake City,UT,0.94
Jaquaze Sorrells,Winter Park,Winter Park,FL,0.9331
C.J. Clark,North Stanly,New London,NC,0.9216
Joshua Harris,Person,Roxboro,NC,0.9081
DJ Dale,Clay-Chalkville,Pinson,AL,0.9076
Jaelin Humphries,Mountain View,Lawrenceville,GA,0.9059
Hunter Spears,Sachse,Sachse,TX,0.8964
Jahkeem Green,Highland C.C.,Highland,KS,0.89
Steven Faucheux,Lakota West,West Chester,OH,0.8891
Tymon Mitchell,Franklin Road Academy,Nashville,TN,0.887
Tayquon Johnson,Williamsport,Williamsport,MD,0.8851
Rashad Cheney,Cedar Grove,Ellenwood,GA,0.8841
Jared Harrison-Hunte,Christ The King Regional,Middle Village,NY,0.8797
Ben Smiley,Indian River,Chesapeake,VA,0.8763
T'Vondre Sweat,Huntsville,Huntsville,TX,0.8735
Cavon Butler,Whitmer,Toledo,OH,0.8626
Lloyd Murray Jr.,Hirschi,Wichita Falls,TX,0.8459
Brandon Smith,Louisa County,Mineral,VA,0.9911
Nakobe Dean,Horn Lake,Horn Lake,MS,0.9908
Shane Lee,St. Frances Academy,Baltimore,MD,0.9647
Christian Harris,University Lab,Baton Rouge,LA,0.9506
Trezmen Marshall,Clinch County,Homerville,GA,0.9464
Daniel Heimuli,Menlo-Atherton,Menlo Park,CA,0.9187
Osita Ekwonu,Providence Day School,Charlotte,NC,0.9163
Lakia Henry,Dodge City C.C.,Dodge City,KS,0.9141
Vonta Bentley,Jackson-Olin,Birmingham,AL,0.9045
Kane Patterson,CPA,Nashville,TN,0.8962
Ke'Shun Brown,Carver ,Montgomery,AL,0.8927
Drake Thomas,Heritage,Wake Forest,NC,0.8755
Tra Wilkins,Stephenson,Stone Mountain,GA,0.8506
Owen Pappoe,Grayson,Loganville,GA,0.9879
Marcel Brooks,Marcus,Flower Mound,TX,0.9861
Henry To'o To'o,De La Salle,Concord,CA,0.9779
Ty'Ron Hopper,Roswell,Roswell,GA,0.9595
Rian Davis,Wekiva,Apopka,FL,0.959
Mohamoud Diabate,Auburn,Auburn,AL,0.951
Ge'mon Eaford,Deerfield Beach,Deerfield Beach,FL,0.9211
Avery Huff,St. Thomas Aquinas,Fort Lauderdale,FL,0.9177
Kalen DeLoach,Islands,Savannah,GA,0.9138
Anthony Solomon,St. Thomas Aquinas,Fort Lauderdale,FL,0.9137
Keith Maguire,Malvern Prep,Malvern,PA,0.8854
Jackson Hannah,Montgomery Bell Academy,Nashville,TN,0.885
Cortez Andrews,Amos P. Godby,Tallahassee,FL,0.8817
Tye Edwards,Pedro Menendez,Saint Augustine,FL,0.8569
Derek Stingley,Dunham School,Baton Rouge,LA,0.998
Andrew Booth,Archer,Lawrenceville,GA,0.9891
Tyrique Stevenson,Miami Southridge,Miami,FL,0.9831
Mykael Wright,Antelope Valley,Lancaster,CA,0.9783
Chris Steele,St. John Bosco,Bellflower,CA,0.9782
Akeem Dent,Palm Beach Central,West Palm Beach,FL,0.9752
Julian Barnett,Belleville,Belleville,MI,0.9724
Scooby Carter,Mansfield Legacy,Mansfield,TX,0.9588
Erick Young,Fort Bend Bush,Richmond,TX,0.9576
Brandon Turnage,Lafayette,Oxford,MS,0.9548
Trent McDuffie,St. John Bosco,Bellflower,CA,0.9442
Marcus Banks,Dekaney,Houston,TX,0.9441
Maurice Hampton,Memphis University School,Memphis,TN,0.9432
Sheridan Jones,Maury,Norfolk,VA,0.9429
Travis Jay,Madison County,Madison,FL,0.9388
Noa Pola-Gates,Williams Field,Gilbert,AZ,0.9379
Christian Williams,Daphne,Daphne,AL,0.9328
Max Williams,Junipero Serra,Gardena,CA,0.9235
Woodi Washington,Oakland,Murfreesboro,TN,0.9225
Jalen Perry,Dacula,Dacula,GA,0.9186
Isaiah Rutherford,Jesuit,Carmichael,CA,0.9171
Elijah Blades,Arizona Western College,Yuma,AZ,0.9128
DJ Daniel,Georgia Military College,Milledgeville,GA,0.9108
Jaylin Simpson,Frederica Academy,Saint Simons Island,GA,0.8958
DJ Turner II,IMG Academy,Bradenton,FL,0.8888
Marquis Wilson,Windsor,Windsor,CT,0.8884
Johnny Dixon,Chamberlain,Tampa,FL,0.8858
Chester Kimbrough,Warren Easton,New Orleans,LA,0.885
Warren Burrell,North Gwinnett,Suwanee,GA,0.8795
Adonis Otey,Blackman,Murfreesboro,TN,0.8791
Cordale Flott,Saraland,Saraland,AL,0.8735
DJ James,Spanish Fort,Spanish Fort,AL,0.8726
Daxton Hill,Booker T. Washington,Tulsa,OK,0.9927
Jordan Battle,St. Thomas Aquinas,Fort Lauderdale,FL,0.978
Lewis Cine,Trinity Christian School,Cedar Hill,TX,0.9765
Nick Cross,DeMatha Catholic,Hyattsville,MD,0.9727
Brian Williams,Bishop Dunne,Dallas,TX,0.9677
Demani Richardson,Waxahachie,Waxahachie,TX,0.9629
DeMarcco Hellams,DeMatha Catholic,Hyattsville,MD,0.9603
Brendan Gant,Kathleen,Lakeland,FL,0.9477
Zion Puckett,Spalding,Griffin,GA,0.942
Joseph Charleston,Milton,Alpharetta,GA,0.9376
Jaylen McCollough,Hillgrove,Powder Springs,GA,0.9331
Jeremiah Criddell,Mater Dei,Santa Ana,CA,0.9325
Keontra Smith,Chaminade-Madonna Prep,Hollywood,FL,0.9227
Chris Adimora,Mayfair,Lakewood,CA,0.9218
Jarrian Jones,Northwest Rankin,Flowood,MS,0.9147
Raymond Woodie III,Florida State Univ. School,Tallahassee,FL,0.9059
Jalani Williams,Parkway North,Saint Louis,MO,0.9026
Jalen Catalon,Mansfield Legacy,Mansfield,TX,0.9001
Quinten Johnson,St. John's,Washington,DC,0.8982
Jaquan Brisker,Lackawanna C.C.,Scranton,PA,0.8939
Moses Douglass,Springfield ,Springfield,OH,0.89
Jammie Robinson,Lee County,Leesburg,GA,0.8891
Trikweze Bridges,Lanett,Lanett,AL,0.8874
Jalyn Phillips,Archer,Lawrenceville,GA,0.8851
Neil Nunn,Miami Palmetto,Miami,FL,0.8822
Jamal Hill,Morrow,Morrow,GA,0.8755
Quinton Newsome,North Gwinnett,Suwanee,GA,0.8683
Isheem Young,Imhotep Institute,Philadelphia,PA,0.8682
Bru McCoy,Mater Dei,Santa Ana,CA,0.9944
Jordan Whittington,Cuero,Cuero,TX,0.9836
Quavaris Crouch,Harding University High,Charlotte,NC,0.9699
Isaiah Williams,Trinity Catholic,Saint Louis,MO,0.9479
Devonta Lee,Amite,Amite,LA,0.9312
Cam Kelly,Oscar Smith,Chesapeake,VA,0.9145
Steele Chambers,Blessed Trinity Catholic,Roswell,GA,0.9126
Jashawn Sheffield,Frederica Academy,Saint Simons Island,GA,0.9086
Raydarious Jones,Horn Lake,Horn Lake,MS,0.8908
Jaren Mangham,Cass Technical,Detroit,MI,0.8858
Keke Burns,Pittsburg,Pittsburg,TX,0.8689
Kenny Logan,Pedro Menendez,Saint Augustine,FL,0.8676
Will Reichard,Hoover,Hoover,AL,0.8414
