name,school,city,state,ranking
Nick Pendley,Creekview,Canton,GA,0.8675
Tilini Livai,Narbonne,Harbor City,CA,0.837
Branson Bragg,Crandall,Crandall,TX,0.9444
Kayvon Thibodeaux,Oaks Christian,Westlake Village,CA,0.9987
Khris Bogle,Cardinal Gibbons,Fort Lauderdale,FL,0.9677
Laiatu Latu,Jesuit,Carmichael,CA,0.9435
Jermaine Johnson,Independence C.C.,Independence,KS,0.9303
Joseph Weté,Gonzaga ,Washington,DC,0.9187
Isaiah Foskey,De La Salle,Concord,CA,0.9164
NaNa Osafo-Mensah,Nolan Catholic,Fort Worth,TX,0.9014
Bralen Trice,Sandra Day O'Connor,Glendale,AZ,0.885
Treven Ma'ae,Bishop Gorman,Las Vegas,NV,0.871
Antonio Alfano,Colonia,Colonia,NJ,0.9965
Zach Harrison,Olentangy Orange,Lewis Center,OH,0.9933
Drake Jackson,Centennial,Corona,CA,0.9725
George Karlaftis,West Lafayette,West Lafayette,IN,0.9705
Ty Robinson,Higley,Gilbert,AZ,0.9284
Joshua Pakola,St. Francis,Mountain View,CA,0.9214
Stephon Wright,Cathedral,Los Angeles,CA,0.9105
Nick Figueroa,Riverside C.C.,Riverside,CA,0.8818
Datona Jackson,College of the Desert,Palm Desert,CA,0.8582
Amiri Johnson,Diamond Ranch,Pomona,CA,0.856
Amiri Johnson,Diamond Ranch,Pomona,CA,0.856
Amiri Johnson,Diamond Ranch,Pomona,CA,0.856
Gino Quinones,St. Louis,Honolulu,HI,0.8431
DeMarvin Leal,Judson,Converse,TX,0.992
Christopher Hinton,Greater Atlanta Christian School,Norcross,GA,0.9867
Nathan Pickering,Seminary,Seminary,MS,0.9675
Faatui Tuitele,St. Louis,Honolulu,HI,0.9609
Siaki Ika,East,Salt Lake City,UT,0.94
Keyon Ware-Hudson,Mater Dei,Santa Ana,CA,0.9065
D'Von Ellies,McDonogh School,Owings Mills,MD,0.9027
Sama Paama,Kaimuki,Honolulu,HI,0.8929
Matthew Pola-Mao,Chandler,Chandler,AZ,0.8784
Dejon Benton,Pittsburg,Pittsburg,CA,0.8506
Lloyd Murray Jr.,Hirschi,Wichita Falls,TX,0.8459
Brandon Smith,Louisa County,Mineral,VA,0.9911
De'Gabriel Floyd,Westlake,Westlake Village,CA,0.9682
Mase Funa,Mater Dei,Santa Ana,CA,0.9681
Diwun Black,Osceola,Kissimmee,FL,0.9356
Maninoa Tufono,Punahou,Honolulu,HI,0.9203
Daniel Heimuli,Menlo-Atherton,Menlo Park,CA,0.9187
Andre White Jr.,Harrisburg,Harrisburg,PA,0.899
Stanley Taufoou,Grace Brethren,Simi Valley,CA,0.8655
Stanley Taufoou,Grace Brethren,Simi Valley,CA,0.8655
Owen Pappoe,Grayson,Loganville,GA,0.9879
Henry To'o To'o,De La Salle,Concord,CA,0.9779
Tristan Sinclair,San Ramon Valley,Danville,CA,0.9079
Ralen Goforth,St. John Bosco,Bellflower,CA,0.8862
Marist Liufau,Punahou,Honolulu,HI,0.8842
Tuasivi Nomura,Centennial,Corona,CA,0.8667
Kwabena Watson,Edison,Fresno,CA,0.8614
Mykael Wright,Antelope Valley,Lancaster,CA,0.9783
Chris Steele,St. John Bosco,Bellflower,CA,0.9782
Akeem Dent,Palm Beach Central,West Palm Beach,FL,0.9752
Scooby Carter,Mansfield Legacy,Mansfield,TX,0.9588
Erick Young,Fort Bend Bush,Richmond,TX,0.9576
Trent McDuffie,St. John Bosco,Bellflower,CA,0.9442
Marcus Banks,Dekaney,Houston,TX,0.9441
Kenyatta Watson II,Grayson,Loganville,GA,0.9427
Noa Pola-Gates,Williams Field,Gilbert,AZ,0.9379
Max Williams,Junipero Serra,Gardena,CA,0.9235
Isaiah Rutherford,Jesuit,Carmichael,CA,0.9171
Elijah Blades,Arizona Western College,Yuma,AZ,0.9128
Kamren Fabiculanan,Westlake,Westlake Village,CA,0.8907
Warren Burrell,North Gwinnett,Suwanee,GA,0.8795
Adonis Otey,Blackman,Murfreesboro,TN,0.8791
KJ Trujillo,Orange Lutheran,Orange,CA,0.8586
Jamar Richardson,Jones College,Ellisville,MS,0.8582
Trey Davis,Federal Way,Federal Way,WA,0.8439
Daxton Hill,Booker T. Washington,Tulsa,OK,0.9927
Lewis Cine,Trinity Christian School,Cedar Hill,TX,0.9765
Brian Williams,Bishop Dunne,Dallas,TX,0.9677
DeMarcco Hellams,DeMatha Catholic,Hyattsville,MD,0.9603
Jaylen McCollough,Hillgrove,Powder Springs,GA,0.9331
Jeremiah Criddell,Mater Dei,Santa Ana,CA,0.9325
Chris Adimora,Mayfair,Lakewood,CA,0.9218
Raymond Woodie III,Florida State Univ. School,Tallahassee,FL,0.9059
Jamal Morris,Fort Bend Bush,Richmond,TX,0.8925
Briton Allen,IMG Academy,Bradenton,FL,0.8898
Cameron Williams,Bakersfield,Bakersfield,CA,0.8884
Josh Sanguinetti,University School,Fort Lauderdale,FL,0.888
Jalyn Phillips,Archer,Lawrenceville,GA,0.8851
Jamal Hill,Morrow,Morrow,GA,0.8755
Mark Perry,Rancho Cucamonga,Rancho Cucamonga,CA,0.8674
Don Chapman,Lincoln,San Diego,CA,0.866
Sione Vaki,Liberty,Brentwood,CA,0.8597
Jordan Patterson,Westlake,Westlake Village,CA,0.8538
Jayden Williams,Centennial,Corona,CA,0.8465
Kaulana Makaula,Punahou,Honolulu,HI,0.8437
Dorian Hewett,North Shore,Houston,TX,0.8364
Bru McCoy,Mater Dei,Santa Ana,CA,0.9944
Jordan Whittington,Cuero,Cuero,TX,0.9836
Quavaris Crouch,Harding University High,Charlotte,NC,0.9699
Marquez Beason,Duncanville,Duncanville,TX,0.9564
Asa Turner,Carlsbad,Carlsbad,CA,0.9007
Christian Roland-Wallace,William Knight,Palmdale,CA,0.8551
Deland McCullough II,Blue Valley North,Leawood,KS,0.8346
