name,school,city,state,ranking
Solomon Enis,North Canyon,Phoenix,AZ,0.9139
Rondale Moore,Trinity,Louisville,KY,0.9123
Lawrence Keys III,McDonogh 35,New Orleans,LA,0.9026
Josh Fleeks,Cedar Hill,Cedar Hill,TX,0.8984
Tyquan Thornton,Booker T. Washington,Miami,FL,0.8971
Cameron Brown,Christian Brothers College,Saint Louis,MO,0.8971
Stephen Guidry,Hinds C.C.,Raymond,MS,0.894
Antoine Green,Rockledge,ROCKLEDGE,FL,0.8935
Rashod Bateman,Tift County,Tifton,GA,0.8914
James Mitchell,Union,Big Stone Gap,VA,0.8904
Kalon Barnes,Silsbee,Silsbee,TX,0.8884
Dominick Watt,Miramar,Hollywood,FL,0.8871
Dee Wiggins,Miami Southridge,Miami,FL,0.8817
Shocky Jacques-Louis,Dunbar,Fort Myers,FL,0.8763
Geordon Porter,Etiwanda,Rancho Cucamonga,CA,0.8742
Jalen Jordan,IMG Academy,Bradenton,FL,0.8689
Jammal Houston,John Ehret,Marrero,LA,0.8676
Jeshaun Jones,South Fort Myers,Fort Myers,FL,0.8635
Dennis Smith,Gaffney,Gaffney,SC,0.8625
Terrell Perriman,Miami Central,Miami,FL,0.8521
Sam Pinckney,Greenwood,Greenwood,SC,0.8315
Brevin Jordan,Bishop Gorman,Las Vegas,NV,0.982
Jeremy Ruckert,Lindenhurst,Lindenhurst,NY,0.981
Luke Ford,Carterville,Carterville,IL,0.9753
Kyle Pitts,Archbishop Wood,Warminster,PA,0.9334
Mustapha Muhammad,Ridge Point,Missouri City,TX,0.9318
Will Mallory,Providence,Jacksonville,FL,0.9183
George Takacs,Gulf Coast,Naples,FL,0.9031
John FitzPatrick,Marist School,Atlanta,GA,0.8975
Josh Whyle,LaSalle ,Cincinnati,OH,0.8863
Tommy Tremble,Wesleyan School,Norcross,GA,0.8797
Glenn Beal,John Curtis,New Orleans,LA,0.8723
Dante Zanders,Boca Raton,Boca Raton,FL,0.8709
Bralen Taylor,Cuero,Cuero,TX,0.8689
Nicholas Petit-Frere,Berkeley Prep,Tampa,FL,0.9963
Jackson Carman,Fairfield,Fairfield,OH,0.9894
Cade Mays,Knoxville Catholic,Knoxville,TN,0.9869
Brey Walker,Westmoore,Oklahoma City,OK,0.9836
William Barnes,Apopka,Apopka,FL,0.9732
Rasheed Walker,North Point,Waldorf,MD,0.9676
Richard Gouraige,Cambridge Christian School,Tampa,FL,0.9603
Nana Asiedu,North Stafford,Stafford,VA,0.9484
Max Wray,Franklin,Franklin,TN,0.9473
Dylan Wonnum,Tucker,Tucker,GA,0.9385
Colten Blanton,Cy Ranch,Cypress,TX,0.937
Darrell Simpson,Northwest,Justin,TX,0.9069
Badara Traore,ASA College (New York),Brooklyn,NY,0.902
Daniel Faalele,IMG Academy,Bradenton,FL,0.9008
Rafiti Ghirmai,Wakeland,Frisco,TX,0.8993
Anthony McKinney,Iowa Western C.C.,Council Bluffs,IA,0.8967
Jerome Carvin,Cordova,Cordova,TN,0.8904
Qadir White,Cardinal Hayes,Bronx,NY,0.8874
Christian Armstrong,Warner Robins,Warner Robins,GA,0.8871
Antwan Reed,Muskegon,Muskegon,MI,0.8858
Owen Condon,Bishop McGuinness,Oklahoma City,OK,0.883
John Campbell,Dr. Phillips,Orlando,FL,0.8804
James Ohonba,Woodland,Stockbridge,GA,0.8804
Maxwell Iyama,Siegel,Murfreesboro,TN,0.8795
Doug Johnson,Fort White,Fort White,FL,0.8263
Jamaree Salyer,Pace Academy,Atlanta,GA,0.9956
Trey Hill,Houston County,Warner Robins,GA,0.9692
Curtis Dunlap,IMG Academy,Bradenton,FL,0.9168
Tank Jenkins,Park Crossing,Montgomery,AL,0.9083
Christian Meadows,Macon County,Montezuma,GA,0.8993
Jalil Irvin,Stephenson,Stone Mountain,GA,0.8804
Ollie Lane,Gibbs,Corryton,TN,0.8573
Matthew Jones,Erasmus Hall,Brooklyn,NY,0.9652
Emil Ekiyor,Cathedral,Indianapolis,IN,0.9496
Warren Ericson,North Gwinnett,Suwanee,GA,0.907
Eyabi Anoma,St. Frances Academy,Baltimore,MD,0.9987
Micah Parsons,Harrisburg,Harrisburg,PA,0.9982
KJ Henry,West Forsyth,Clemmons,NC,0.9928
Tyreke Smith,Cleveland Heights,Cleveland,OH,0.9816
Ronnie Perkins,Lutheran North,Saint Louis,MO,0.9666
Jordan Davis,Southwind,Memphis,TN,0.951
Jalen Redmond,Midwest City,Oklahoma City,OK,0.9442
Justin Mascoll,South Gwinnett,Snellville,GA,0.9412
Azeez Ojulari,Marietta,Marietta,GA,0.9391
Andres Fox,Mobile Christian School,Mobile,AL,0.9073
Caleb Tannor,Miller Grove,Lithonia,GA,0.8958
Chris Collins,Benedictine,Richmond,VA,0.8871
Tyler Baylor,Good Counsel,Olney,MD,0.8783
Caleb Johnson,Northside,Columbus,GA,0.8738
Justin Ademilola,St. Peters Prep,Jersey City,NJ,0.8709
Jaevon Becton,Ocean Lakes,Virginia Beach,VA,0.8622
Lone Toailoa,Mt. San Antonio College,Walnut,CA,0.8569
Xavier Thomas,IMG Academy,Bradenton,FL,0.9988
Brenton Cox,Stockbridge,Stockbridge,GA,0.9867
Stephon Wynn,IMG Academy,Bradenton,FL,0.9624
Odafe Oweh,Blair Academy,Blairstown,NJ,0.9617
Ron Tatum,Putnam City,Oklahoma City,OK,0.9541
Dante Stills,Fairmont,Fairmont,WV,0.9467
Max Wright,Taylor,Katy,TX,0.9245
Malcolm Lamar,Armwood,Seffner,FL,0.9154
Kingsley Enagbare,Hapeville Charter,Atlanta,GA,0.9061
Thomas Booker,Gilman,Baltimore,MD,0.9032
Kayode Oladele,Champagnat Catholic - Hialeah,Hialeah,FL,0.8984
Malik Langham,Lee,Huntsville,AL,0.8975
Dorian Gerald,College of the Canyons,Valencia,CA,0.884
Michael Boykin,Gulf Coast C.C.,Panama City,FL,0.8818
James Williams,Callaway,Jackson,MS,0.8817
Marcellus Earlington,Don Bosco Prep,Ramsey,NJ,0.877
Daniel Carson,William Chrisman,Independence,MO,0.8763
Joseph Boletepeli,Heritage,Wake Forest,NC,0.8622
Taron Vincent,IMG Academy,Bradenton,FL,0.9884
Nesta Jade Silvera,American Heritage,Fort Lauderdale,FL,0.973
Tyler Friday,Don Bosco Prep,Ramsey,NJ,0.956
Robert Cooper,South Gwinnett,Snellville,GA,0.9482
Coynis Miller,Jackson-Olin,Birmingham,AL,0.9475
Jayson Ademilola,St. Peters Prep,Jersey City,NJ,0.9453
Greg Emerson,North Side,Jackson,TN,0.9441
Rick Sandidge,Concord,Concord,NC,0.9416
Austin Fontaine,DeMatha Catholic,Hyattsville,MD,0.9348
Christian Barmore,Neumann Goretti,Philadelphia,PA,0.9298
Trevor Trout,Chaminade,Saint Louis,MO,0.9115
Brant Lawless-Sherrill,Nashville Christian School,Nashville,TN,0.908
Devonte Wyatt,Hutchinson C.C.,Hutchinson,KS,0.9067
Tayland Humphrey,Hutchinson C.C.,Hutchinson,KS,0.8992
Dare Rosenthal,Ferriday,Ferriday,LA,0.8992
Dennis Briggs Jr.,Gateway,Kissimmee,FL,0.897
Caleb Tremblay,American River C.C.,Sacramento,CA,0.8967
Emmit Gooden,Independence C.C.,Independence,KS,0.8933
Jordan Davis,Mallard Creek,Charlotte,NC,0.8858
Jalen Cunningham,St. Clair County,Odenville,AL,0.885
Aeneas Hawkins,Archbishop Moeller,Cincinnati,OH,0.8824
TK Chimedza,IMG Academy,Bradenton,FL,0.8743
Darnell Jefferies,Newton,Covington,GA,0.8743
D'Andre Litaker,Riverdale,Murfreesboro,TN,0.8742
Jackson Cravens,Timpview,Provo,UT,0.8735
Jalen Alexander,Western Branch,Chesapeake,VA,0.873
Alfred Thomas,Lanier,Montgomery,AL,0.871
Tramel Walthour,Liberty County,Hinesville,GA,0.8709
Israel Antwine,Millwood,Oklahoma City,OK,0.8588
Sione Vea Kava,East Los Angeles College,Monterey Park,CA,0.8514
Tola Banjoko,Episcopal,Alexandria,VA,0.8315
Teradja Mitchell,Catholic,Virginia Beach,VA,0.9771
Solomon Tuliaupupu,Mater Dei,Santa Ana,CA,0.9582
Channing Tindall,Spring Valley,Columbia,SC,0.9526
K'Vaughan Pope,Dinwiddie County,Dinwiddie,VA,0.917
Jesse Luketa,Mercyhurst Preparatory School,Erie,PA,0.9113
Alston Orji,Rockwall,Rockwall,TX,0.9103
Michael Harris,Tucker,Tucker,GA,0.9033
Rosendo Louis,Deerfield Beach,Deerfield Beach,FL,0.8927
Donovan Georges,Champagnat Catholic - Hialeah,Hialeah,FL,0.8567
Juan Wallace,IMG Academy,Bradenton,FL,0.8477
Adam Anderson,Rome,Rome,GA,0.9889
Quay Walker,Crisp County,Cordele,GA,0.983
J.J. Peterson,Colquitt County,Moultrie,GA,0.9761
Payton Wilson,Orange,Hillsborough,NC,0.9613
Otis Reese,Lee County,Leesburg,GA,0.9575
Xavier Peters,Lakota West,West Chester,OH,0.9306
Nik Bonitto,St. Thomas Aquinas,Fort Lauderdale,FL,0.9167
Amari Gainer,Lawton Chiles,Tallahassee,FL,0.9112
David Reese,Vero Beach,Vero Beach,FL,0.9003
Chris Oats,Winton Woods,Cincinnati,OH,0.8964
Andrew Johnson,Tift County,Tifton,GA,0.8742
Demetreius Mayes,Northwestern,Miami,FL,0.8478
Patrick Surtain II,American Heritage,Fort Lauderdale,FL,0.9973
Tyson Campbell,American Heritage,Fort Lauderdale,FL,0.9944
Isaac Taylor-Stuart,Helix,La Mesa,CA,0.9827
Jalen Green,Heights,Houston,TX,0.9762
A.J. Lytton,Dr. Henry Wise,Upper Marlboro,MD,0.9757
Kyler McMichael,Greater Atlanta Christian School,Norcross,GA,0.972
Asante Samuel Jr.,St. Thomas Aquinas,Fort Lauderdale,FL,0.9702
Anthony Cook,Lamar,Houston,TX,0.9682
Houston Griffith,IMG Academy,Bradenton,FL,0.9651
Al Blades Jr.,St. Thomas Aquinas,Fort Lauderdale,FL,0.9556
Jalyn Armour-Davis,St. Paul's Episcopal,Mobile,AL,0.9513
Josh Jobe,Cheshire Academy,Cheshire,CT,0.9509
Chase Williams,Eleanor Roosevelt,Corona,CA,0.9423
Myles Sims,Westlake,Atlanta,GA,0.9312
Nadab Joseph,Miami Norland HS,Miami,FL,0.9304
Gilbert Frierson,Coral Gables Senior,Miami,FL,0.9211
Jaycee Horn,Alpharetta,Alpharetta,GA,0.9188
Isaiah Bolden,Wesley Chapel,Zephyrhills,FL,0.912
Divaad Wilson,Northwestern,Miami,FL,0.9106
Christian Tutt,Thomson,Thomson,GA,0.9045
Chris Smith,Hapeville Charter,Atlanta,GA,0.8991
Jordan Miner,Wiregrass Ranch,Zephyrhills,FL,0.8937
DJ Ivey,South Dade,Homestead,FL,0.8926
Ken Montgomery Jr.,Hillsborough,Tampa,FL,0.8918
Noah Boykin,Woodson H.D.,Washington,DC,0.8916
Verone McKinley III,Hebron,Carrollton,TX,0.8871
Trent Gordon,Manvel,Manvel,TX,0.8858
Eddie Smith,Salmen,Slidell,LA,0.8843
Tre Douglas,Eagles Landing Christian Academy,McDonough,GA,0.8835
Trevon Moehrig,Smithson Valley,Spring Branch,TX,0.8816
Vincent Flythe,Woodson H.D.,Washington,DC,0.8667
Ken Torain,Jesuit,Tampa,FL,0.8647
Benjamin Sapp III,Eden Prairie,Eden Prairie,MN,0.8606
Jemaurian Jones,Brookhaven,Brookhaven,MS,0.8583
Judson Tallandier,DeMatha Catholic,Hyattsville,MD,0.8579
Jaylon Reed,Olive Branch,Olive Branch,MS,0.8547
Steven Gilmore,South Pointe,Rock Hill,SC,0.8427
Nigel Bethel,Northwestern,Miami,FL,0.8418
Caden Sterns,Steele,Cibolo,TX,0.9886
Tyreke Johnson,Trinity Christian Academy,Jacksonville,FL,0.9876
B.J. Foster,Angleton,Angleton,TX,0.9865
Jaiden Lars-Woodbey,St. John Bosco,Bellflower,CA,0.9814
Kelvin Joseph,Scotlandville Magnet,Baton Rouge,LA,0.9784
DeMarvion Overshown,Arp,Arp,TX,0.9737
Josh Proctor,Owasso,Owasso,OK,0.964
Leon O'Neal Jr.,Cy Springs,Cypress,TX,0.9624
Derrik Allen,Lassiter,Marietta,GA,0.9516
Gurvan Hall,Palm Beach Gardens,Palm Beach Gardens,FL,0.9265
Atanza Vongor,South Grand Prairie,Grand Prairie,TX,0.9251
Trey Dean,Dutchtown,Hampton,GA,0.9222
Jamien Sherwood,Jensen Beach,Jensen Beach,FL,0.9079
Aaron Brule,Archbishop Rummel,Metairie,LA,0.8816
Randy Russell,Miami Carol City,Opa Locka,FL,0.8789
Cam Jonas,Dwyer,Palm Beach Gardens,FL,0.8689
Israel Mukuamu,Parkway,Bossier City,LA,0.8688
Rachad Wildgoose Jr.,Northwestern,Miami,FL,0.8574
Mario Goodrich,Lee's Summit West,Lees Summit,MO,0.9492
Smoke Monday,Carver,Atlanta,GA,0.936
Jaquayln Crawford,Rockdale,Rockdale,TX,0.9267
James Graham,Fitzgerald,Fitzgerald,GA,0.8958
Marquez Ezzard,Stockbridge,Stockbridge,GA,0.8939
Vernon Jackson,Boling,Boling,TX,0.892
Jaylon Robinson,All Saints Episcopal,Fort Worth,TX,0.8837
Jermaine Eskridge,Jefferson,Tampa,FL,0.875
Miles Jones,American Heritage,Fort Lauderdale,FL,0.8741
Jack Podlesny,Glynn Academy,Brunswick,GA,0
Jake Camarda,Norcross,Norcross,GA,0.8393
